nodeid	level_1	level_2	level_3	level_4	level_5
1099206	Teen & Young Adult	Hobbies & Games	Computers	N/A	N/A
10367738011	Teen & Young Adult	Hobbies & Games	Computers	General	N/A
10367739011	Teen & Young Adult	Hobbies & Games	Computers	Internet	N/A
10367740011	Teen & Young Adult	Hobbies & Games	Computers	Programming	N/A
10367741011	Teen & Young Adult	Hobbies & Games	Computers	Software	N/A
3351979011	Teen & Young Adult	Hobbies & Games	Cooking	N/A	N/A
8298114011	Teen & Young Adult	Hobbies & Games	Crafts & Hobbies	N/A	N/A
10367805011	Teen & Young Adult	Hobbies & Games	Games & Activities	N/A	N/A
10367806011	Teen & Young Adult	Hobbies & Games	Games & Activities	Board Games	N/A
10367807011	Teen & Young Adult	Hobbies & Games	Games & Activities	Card Games	N/A
10367808011	Teen & Young Adult	Hobbies & Games	Games & Activities	Computer & Video Games	N/A
10367809011	Teen & Young Adult	Hobbies & Games	Games & Activities	Computer & Video Games	Computer Games
10367811011	Teen & Young Adult	Hobbies & Games	Games & Activities	Computer & Video Games	Video Games
10367812011	Teen & Young Adult	Hobbies & Games	Games & Activities	General	N/A
10367814011	Teen & Young Adult	Hobbies & Games	Games & Activities	Magic	N/A
10367815011	Teen & Young Adult	Hobbies & Games	Games & Activities	Puzzles	N/A
10367816011	Teen & Young Adult	Hobbies & Games	Games & Activities	Questions & Answers	N/A
10367817011	Teen & Young Adult	Hobbies & Games	Games & Activities	Word Games	N/A
10367804011	Teen & Young Adult	Hobbies & Games	Gardening	N/A	N/A
10367819011	Teen & Young Adult	Hobbies & Games	Travel	N/A	N/A
17443	Teen & Young Adult	Literature & Fiction	N/A	N/A	N/A
10368508011	Teen & Young Adult	Literature & Fiction	Action & Adventure	N/A	N/A
10368509011	Teen & Young Adult	Literature & Fiction	Action & Adventure	Fantasy	N/A
10368510011	Teen & Young Adult	Literature & Fiction	Action & Adventure	General	N/A
10368511011	Teen & Young Adult	Literature & Fiction	Action & Adventure	Mystery & Thriller	N/A
10368512011	Teen & Young Adult	Literature & Fiction	Action & Adventure	Pirates	N/A
10368513011	Teen & Young Adult	Literature & Fiction	Action & Adventure	Science Fiction	N/A
10368514011	Teen & Young Adult	Literature & Fiction	Action & Adventure	Survival Stories	N/A
8298108011	Teen & Young Adult	Literature & Fiction	Art & Architecture	N/A	N/A
10368515011	Teen & Young Adult	Literature & Fiction	Boys & Men	N/A	N/A
17445	Teen & Young Adult	Literature & Fiction	Classics	N/A	N/A
10368516011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	N/A	N/A
16926977011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Action & Adventure	N/A
13922476011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Biography	N/A
16926978011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Classic Adaptation	N/A
16926979011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Coming of Age	N/A
16926980011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Dystopian	N/A
16926981011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Fairy Tales, Folklore, Legends & Mythology	N/A
10368517011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	General	N/A
13922473011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	General	Fiction
13922474011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	General	Nonfiction
16926982011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Historical Fiction	N/A
13922477011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	History	N/A
16926983011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Horror	N/A
16926984011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Humorous	N/A
16926985011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	LGBT	N/A
10368518011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Manga	N/A
10368519011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Media Tie-Ins	N/A
16926986011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Mystery & Detective	N/A
16926987011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Paranormal	N/A
16926988011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Romance	N/A
16926991011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Science & Nature	N/A
13922475011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Science Fiction & Fantasy	N/A
16926989011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Science Fiction & Fantasy	Fantasy
16926990011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Science Fiction & Fantasy	Science Fiction
16926992011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Social Topics	N/A
10368520011	Teen & Young Adult	Literature & Fiction	Comics & Graphic Novels	Superheroes	N/A
13922486011	Teen & Young Adult	Literature & Fiction	Coming of Age	N/A	N/A
10368521011	Teen & Young Adult	Literature & Fiction	Gay & Lesbian	N/A	N/A
10368522011	Teen & Young Adult	Literature & Fiction	Girls & Women	N/A	N/A
10368523011	Teen & Young Adult	Literature & Fiction	Humorous	N/A	N/A
11764665011	Teen & Young Adult	Literature & Fiction	Light Novels	N/A	N/A
13922487011	Teen & Young Adult	Literature & Fiction	Literary	N/A	N/A
13922488011	Teen & Young Adult	Literature & Fiction	Loners & Outcasts	N/A	N/A
13922489011	Teen & Young Adult	Literature & Fiction	Magical Realism	N/A	N/A
10399750011	Teen & Young Adult	Literature & Fiction	Performing Arts	N/A	N/A
10399751011	Teen & Young Adult	Literature & Fiction	Performing Arts	Circus	N/A
10399752011	Teen & Young Adult	Literature & Fiction	Performing Arts	Dance	N/A
10399753011	Teen & Young Adult	Literature & Fiction	Performing Arts	Film	N/A
10399754011	Teen & Young Adult	Literature & Fiction	Performing Arts	General	N/A
10399755011	Teen & Young Adult	Literature & Fiction	Performing Arts	Music	N/A
10399756011	Teen & Young Adult	Literature & Fiction	Performing Arts	Television & Radio	N/A
10399757011	Teen & Young Adult	Literature & Fiction	Performing Arts	Theater	N/A
17450	Teen & Young Adult	Literature & Fiction	Poetry	N/A	N/A
10368524011	Teen & Young Adult	Literature & Fiction	Poetry	General	N/A
10368525011	Teen & Young Adult	Literature & Fiction	Poetry	Humorous	N/A
10368526011	Teen & Young Adult	Literature & Fiction	Religious	N/A	N/A
13922478011	Teen & Young Adult	Literature & Fiction	Religious	Buddhist	N/A
10368527011	Teen & Young Adult	Literature & Fiction	Religious	Christian	N/A
10368528011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Action & Adventure
10368529011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Comics & Graphic Novels
10368530011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Emotions & Feelings
10368531011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Family
10368532011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Fantasy
10368533011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Friendship
10368534011	Teen & Young Adult	Literature & Fiction	Religious	Christian	General
10368535011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Historical
10368536011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Holidays
10368537011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Humorous
10368538011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Mysteries & Thrillers
10368539011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Relationships
10368540011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Science Fiction
10368541011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Social Issues
10368542011	Teen & Young Adult	Literature & Fiction	Religious	Christian	Values & Virtues
10368543011	Teen & Young Adult	Literature & Fiction	Religious	General	N/A
13922479011	Teen & Young Adult	Literature & Fiction	Religious	Hindu	N/A
10368544011	Teen & Young Adult	Literature & Fiction	Religious	Jewish	N/A
13922480011	Teen & Young Adult	Literature & Fiction	Religious	Muslim	N/A
10368545011	Teen & Young Adult	Literature & Fiction	Religious	Other	N/A
17452	Teen & Young Adult	Literature & Fiction	Short Stories	N/A	N/A
10368546011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	N/A	N/A
10368547011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Being a Teen	N/A
10368548011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Bullying	N/A
10368549011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Dating & Sex	N/A
10368550011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Death & Dying	N/A
10368551011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Depression & Mental Illness	N/A
13922481011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Depression & Mental Illness	Depression
13922482011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Depression & Mental Illness	Mental Illness
10368552011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Drugs & Alcohol Abuse	N/A
13922483011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Eating Disorders & Body Image	N/A
10368553011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Emigration & Immigration	N/A
10368554011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Emotions & Feelings	N/A
10368555011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	N/A
10368556011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	Adoption
10368557011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	Alternative Family
10368558011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	General
10368559011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	Marriage & Divorce
10368560011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	Multigenerational
10368561011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	New Baby
10368562011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	Orphans & Foster Homes
10368563011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	Parents
10368564011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	Siblings
10368565011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Family	Stepfamilies
10368566011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Friendship	N/A
10368567011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	General	N/A
10368568011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Homelessness & Poverty	N/A
10368569011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	LGBT Issues	N/A
10368570011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	New Experiences	N/A
10368571011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Peer Pressure	N/A
10368572011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Physical & Emotional Abuse	N/A
10368573011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Pregnancy	N/A
10368574011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Prejudice & Racism	N/A
10368575011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Runaways	N/A
10368576011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Self Esteem & Reliance	N/A
10368577011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Self Mutilation	N/A
10368578011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Sexual Abuse	N/A
10368579011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Special Needs	N/A
10368580011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Suicide	N/A
10368581011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Values & Virtues	N/A
10368582011	Teen & Young Adult	Literature & Fiction	Social & Family Issues	Violence	N/A
17465	Teen & Young Adult	Literature & Fiction	Sports	N/A	N/A
10368583011	Teen & Young Adult	Literature & Fiction	Sports	Baseball & Softball	N/A
10368584011	Teen & Young Adult	Literature & Fiction	Sports	Basketball	N/A
10368585011	Teen & Young Adult	Literature & Fiction	Sports	Equestrian	N/A
13922484011	Teen & Young Adult	Literature & Fiction	Sports	Extreme Sports	N/A
10368586011	Teen & Young Adult	Literature & Fiction	Sports	Football	N/A
10368587011	Teen & Young Adult	Literature & Fiction	Sports	General	N/A
10368588011	Teen & Young Adult	Literature & Fiction	Sports	Golf	N/A
10368589011	Teen & Young Adult	Literature & Fiction	Sports	Hockey	N/A
10368590011	Teen & Young Adult	Literature & Fiction	Sports	Martial Arts	N/A
13922485011	Teen & Young Adult	Literature & Fiction	Sports	Skateboarding	N/A
10368591011	Teen & Young Adult	Literature & Fiction	Sports	Soccer	N/A
10368592011	Teen & Young Adult	Literature & Fiction	Sports	Water Sports	N/A
10368593011	Teen & Young Adult	Literature & Fiction	Sports	Winter Sports	N/A
10433096011	Teen & Young Adult	Literature & Fiction	TV, Movie, Video Game Adaptations	N/A	N/A
10368594011	Teen & Young Adult	Literature & Fiction	Westerns	N/A	N/A
17458	Teen & Young Adult	Mysteries & Thrillers	N/A	N/A	N/A
10368511011	Teen & Young Adult	Mysteries & Thrillers	Action & Adventure	N/A	N/A
10368598011	Teen & Young Adult	Mysteries & Thrillers	Fantasy & Supernatural	N/A	N/A
10368596011	Teen & Young Adult	Mysteries & Thrillers	Historical	N/A	N/A
10434552011	Teen & Young Adult	Mysteries & Thrillers	Law & Crime	N/A	N/A
10434551011	Teen & Young Adult	Mysteries & Thrillers	Mystery & Detective	N/A	N/A
10368597011	Teen & Young Adult	Mysteries & Thrillers	Romantic	N/A	N/A
11764666011	Teen & Young Adult	Mysteries & Thrillers	Thrillers & Suspense	N/A	N/A
171181	Teen & Young Adult	Personal Health	N/A	N/A	N/A
10368599011	Teen & Young Adult	Personal Health	Body, Mind & Spirit	N/A	N/A
171183	Teen & Young Adult	Personal Health	Depression & Mental Health	N/A	N/A
10368600011	Teen & Young Adult	Personal Health	Diet & Nutrition	N/A	N/A
10368601011	Teen & Young Adult	Personal Health	Diseases, Illnesses & Injuries	N/A	N/A
171184	Teen & Young Adult	Personal Health	Drug & Alcohol Abuse	N/A	N/A
10445668011	Teen & Young Adult	Personal Health	Drug & Alcohol Abuse	Health Issues	N/A
10445669011	Teen & Young Adult	Personal Health	Drug & Alcohol Abuse	Social Issues	N/A
10445733011	Teen & Young Adult	Personal Health	First Aid	N/A	N/A
10368602011	Teen & Young Adult	Personal Health	Fitness & Exercise	N/A	N/A
3191	Teen & Young Adult	Personal Health	General	N/A	N/A
10445734011	Teen & Young Adult	Personal Health	Maturing	N/A	N/A
10445735011	Teen & Young Adult	Personal Health	Personal Hygiene	N/A	N/A
10445736011	Teen & Young Adult	Personal Health	Physical Impairment	N/A	N/A
171187	Teen & Young Adult	Personal Health	Self-Esteem	N/A	N/A
171188	Teen & Young Adult	Personal Health	Sexuality & Pregnancy	N/A	N/A
171119	Teen & Young Adult	Religion & Spirituality	N/A	N/A	N/A
14027375011	Teen & Young Adult	Religion & Spirituality	Buddhism	N/A	N/A
280287	Teen & Young Adult	Religion & Spirituality	Christianity	N/A	N/A
10368603011	Teen & Young Adult	Religion & Spirituality	Christianity	Bible Stories	N/A
10368604011	Teen & Young Adult	Religion & Spirituality	Christianity	Bible Stories	General
10368605011	Teen & Young Adult	Religion & Spirituality	Christianity	Bible Stories	New Testament
10368606011	Teen & Young Adult	Religion & Spirituality	Christianity	Bible Stories	Old Testament
10368607011	Teen & Young Adult	Religion & Spirituality	Christianity	Biblical Biographies	N/A
10368608011	Teen & Young Adult	Religion & Spirituality	Christianity	Biblical Commentaries & Interpretation	N/A
10368610011	Teen & Young Adult	Religion & Spirituality	Christianity	Biblical Reference	N/A
10368611011	Teen & Young Adult	Religion & Spirituality	Christianity	Biblical Studies	N/A
10368612011	Teen & Young Adult	Religion & Spirituality	Christianity	Devotionals & Prayer	N/A
171120	Teen & Young Adult	Religion & Spirituality	Christianity	General	N/A
171123	Teen & Young Adult	Religion & Spirituality	Christianity	Inspirational	N/A
10368614011	Teen & Young Adult	Religion & Spirituality	Christianity	Social Issues	N/A
10368615011	Teen & Young Adult	Religion & Spirituality	Christianity	Values & Virtues	N/A
10368616011	Teen & Young Adult	Religion & Spirituality	Eastern	N/A	N/A
171122	Teen & Young Adult	Religion & Spirituality	General	N/A	N/A
14027376011	Teen & Young Adult	Religion & Spirituality	Hinduism	N/A	N/A
3344095011	Teen & Young Adult	Religion & Spirituality	Islam	N/A	N/A
171121	Teen & Young Adult	Religion & Spirituality	Judaism	N/A	N/A
10445737011	Teen & Young Adult	Religion & Spirituality	Philosophy	N/A	N/A
17456	Teen & Young Adult	Romance	N/A	N/A	N/A
13922490011	Teen & Young Adult	Romance	Clean & Wholesome	N/A	N/A
10368617011	Teen & Young Adult	Romance	Contemporary	N/A	N/A
10368618011	Teen & Young Adult	Romance	Fantasy	N/A	N/A
10368619011	Teen & Young Adult	Romance	General	N/A	N/A
10368620011	Teen & Young Adult	Romance	Historical	N/A	N/A
13922491011	Teen & Young Adult	Romance	LGBT	N/A	N/A
10368597011	Teen & Young Adult	Romance	Mysteries & Thrillers	N/A	N/A
10368621011	Teen & Young Adult	Romance	Paranormal	N/A	N/A
13922492011	Teen & Young Adult	Romance	Romantic Comedy	N/A	N/A
10368622011	Teen & Young Adult	Romance	Science Fiction & Dystopian	N/A	N/A
17468	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	N/A	N/A
10368509011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Action & Adventure	N/A
10368623011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Coming of Age	N/A
13922499011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Contemporary	N/A
13922497011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Dark Fantasy	N/A
13922498011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Epic	N/A
10368624011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Fairy Tales & Folklore	N/A
10368625011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Fairy Tales & Folklore	Adaptations
10368626011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Fairy Tales & Folklore	Anthologies
10368627011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Fairy Tales & Folklore	Country & Ethnic
10368628011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Fairy Tales & Folklore	General
10368629011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	General	N/A
10368630011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Myths & Legends	N/A
11764661011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Myths & Legends	African
10368631011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Myths & Legends	Arthurian
11764662011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Myths & Legends	Asian
11764663011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Myths & Legends	Caribbean & Latin American
10368632011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Myths & Legends	General
10368633011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Myths & Legends	Greek & Roman
11764664011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Myths & Legends	Native American
10368634011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Myths & Legends	Norse
7538401011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Paranormal & Urban	N/A
13922493011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Paranormal & Urban	Mermaids
13922494011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Paranormal & Urban	Vampires
13922495011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Paranormal & Urban	Werewolves & Shifters
13922503011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Superheroes	N/A
10368635011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Sword & Sorcery	N/A
13922500011	Teen & Young Adult	Science Fiction & Fantasy	Fantasy	Wizards & Witches	N/A
17441	Teen & Young Adult	Science Fiction & Fantasy	Horror	N/A	N/A
13922497011	Teen & Young Adult	Science Fiction & Fantasy	Horror	Dark Fantasy	N/A
13922502011	Teen & Young Adult	Science Fiction & Fantasy	Horror	General	N/A
13922501011	Teen & Young Adult	Science Fiction & Fantasy	Horror	Ghosts	N/A
10368507011	Teen & Young Adult	Science Fiction & Fantasy	Horror	Monsters	N/A
13922496011	Teen & Young Adult	Science Fiction & Fantasy	Horror	Zombies	N/A
17470	Teen & Young Adult	Science Fiction & Fantasy	Science Fiction	N/A	N/A
10368513011	Teen & Young Adult	Science Fiction & Fantasy	Science Fiction	Action & Adventure	N/A
10368637011	Teen & Young Adult	Science Fiction & Fantasy	Science Fiction	Aliens	N/A
7538399011	Teen & Young Adult	Science Fiction & Fantasy	Science Fiction	Dystopian	N/A
10368638011	Teen & Young Adult	Science Fiction & Fantasy	Science Fiction	General	N/A
14027377011	Teen & Young Adult	Science Fiction & Fantasy	Science Fiction	Space Opera	N/A
7538400011	Teen & Young Adult	Science Fiction & Fantasy	Science Fiction	Steampunk	N/A
10166932011	Teen & Young Adult	Science Fiction & Fantasy	Science Fiction	Time Travel	N/A
17496	Teen & Young Adult	Social Issues	N/A	N/A	N/A
15356801	Teen & Young Adult	Social Issues	Being a Teen	N/A	N/A
10368639011	Teen & Young Adult	Social Issues	Bullying	N/A	N/A
16926993011	Teen & Young Adult	Social Issues	Civil & Human Rights	N/A	N/A
16926994011	Teen & Young Adult	Social Issues	Compulsive Behavior	N/A	N/A
3045731	Teen & Young Adult	Social Issues	Dating & Intimacy	N/A	N/A
17515	Teen & Young Adult	Social Issues	Death	N/A	N/A
171183	Teen & Young Adult	Social Issues	Depression & Mental Health	N/A	N/A
171184	Teen & Young Adult	Social Issues	Drug & Alcohol Abuse	N/A	N/A
10445668011	Teen & Young Adult	Social Issues	Drug & Alcohol Abuse	Health Issues	N/A
10445669011	Teen & Young Adult	Social Issues	Drug & Alcohol Abuse	Social Issues	N/A
13922507011	Teen & Young Adult	Social Issues	Eating Disorders & Body Image	N/A	N/A
17500	Teen & Young Adult	Social Issues	Family	N/A	N/A
10368640011	Teen & Young Adult	Social Issues	Family	Adoption	N/A
13922504011	Teen & Young Adult	Social Issues	Family	Alternative Families	N/A
10368641011	Teen & Young Adult	Social Issues	Family	General	N/A
10368642011	Teen & Young Adult	Social Issues	Family	Marriage & Divorce	N/A
13922505011	Teen & Young Adult	Social Issues	Family	Orphans & Foster Homes	N/A
10368643011	Teen & Young Adult	Social Issues	Family	Parents	N/A
10368644011	Teen & Young Adult	Social Issues	Family	Siblings	N/A
13922506011	Teen & Young Adult	Social Issues	Family	Stepfamilies	N/A
17519	Teen & Young Adult	Social Issues	General	N/A	N/A
10368645011	Teen & Young Adult	Social Issues	Homelessness & Poverty	N/A	N/A
171191	Teen & Young Adult	Social Issues	LGBT Issues	N/A	N/A
13922508011	Teen & Young Adult	Social Issues	Peer Pressure	N/A	N/A
10368646011	Teen & Young Adult	Social Issues	Physical & Emotional Abuse	N/A	N/A
171192	Teen & Young Adult	Social Issues	Pregnancy	N/A	N/A
171193	Teen & Young Adult	Social Issues	Prejudice	N/A	N/A
17527	Teen & Young Adult	Social Issues	Runaways	N/A	N/A
171187	Teen & Young Adult	Social Issues	Self-Esteem	N/A	N/A
13922509011	Teen & Young Adult	Social Issues	Self-Esteem & Self-Reliance	N/A	N/A
13922510011	Teen & Young Adult	Social Issues	Self-Mutilation	N/A	N/A
15356811	Teen & Young Adult	Social Issues	Sexual Abuse	N/A	N/A
13922511011	Teen & Young Adult	Social Issues	Special Needs	N/A	N/A
171190	Teen & Young Adult	Social Issues	Suicide	N/A	N/A
17510	Teen & Young Adult	Social Issues	Violence	N/A	N/A
171180	Teen & Young Adult	Sports & Outdoors	N/A	N/A	N/A
10368647011	Teen & Young Adult	Sports & Outdoors	Baseball & Softball	N/A	N/A
10368648011	Teen & Young Adult	Sports & Outdoors	Basketball	N/A	N/A
17431	Teen & Young Adult	Sports & Outdoors	Biographies	N/A	N/A
13922512011	Teen & Young Adult	Sports & Outdoors	Camping & Outdoor Activities	N/A	N/A
10368649011	Teen & Young Adult	Sports & Outdoors	Cycling	N/A	N/A
13922513011	Teen & Young Adult	Sports & Outdoors	Extreme Sports	N/A	N/A
10368650011	Teen & Young Adult	Sports & Outdoors	Football	N/A	N/A
10368651011	Teen & Young Adult	Sports & Outdoors	General	N/A	N/A
10368652011	Teen & Young Adult	Sports & Outdoors	Gymnastics	N/A	N/A
10368653011	Teen & Young Adult	Sports & Outdoors	Hockey	N/A	N/A
10368654011	Teen & Young Adult	Sports & Outdoors	Martial Arts	N/A	N/A
10368655011	Teen & Young Adult	Sports & Outdoors	Motor Sports	N/A	N/A
13922514011	Teen & Young Adult	Sports & Outdoors	Olympics & Paralympics	N/A	N/A
10368656011	Teen & Young Adult	Sports & Outdoors	Skateboarding	N/A	N/A
10368657011	Teen & Young Adult	Sports & Outdoors	Soccer	N/A	N/A
10368658011	Teen & Young Adult	Sports & Outdoors	Track & Field	N/A	N/A
10368659011	Teen & Young Adult	Sports & Outdoors	Water Sports	N/A	N/A
10368660011	Teen & Young Adult	Sports & Outdoors	Winter Sports	N/A	N/A
5267710011	Test Preparation	N/A	N/A	N/A	N/A
11632	Test Preparation	Citizenship	N/A	N/A	N/A
11668	Test Preparation	College & High School	N/A	N/A	N/A
11670	Test Preparation	College & High School	ACT (American College Tests)	N/A	N/A
11672	Test Preparation	College & High School	Advanced Placement	N/A	N/A
11676	Test Preparation	College & High School	CLEP	N/A	N/A
11678	Test Preparation	College & High School	College Entrance	N/A	N/A
11700	Test Preparation	College & High School	GED	N/A	N/A
11707	Test Preparation	College & High School	High School Entrance	N/A	N/A
11702	Test Preparation	College & High School	Prep School	N/A	N/A
7290951011	Test Preparation	College & High School	PSAT & National Merit	N/A	N/A
11704	Test Preparation	College & High School	Regents	N/A	N/A
11682	Test Preparation	College & High School	SAT	N/A	N/A
7290952011	Test Preparation	College & High School	SAT Subject Tests	N/A	N/A
497332	Test Preparation	Driver's Education	N/A	N/A	N/A
11709	Test Preparation	General	N/A	N/A	N/A
11684	Test Preparation	Graduate School	N/A	N/A	N/A
11686	Test Preparation	Graduate School	GMAT	N/A	N/A
11690	Test Preparation	Graduate School	Graduate Preparation	N/A	N/A
11688	Test Preparation	Graduate School	GRE	N/A	N/A
11691	Test Preparation	Graduate School	LSAT	N/A	N/A
11680	Test Preparation	Graduate School	MAT	N/A	N/A
11693	Test Preparation	Graduate School	MCAT	N/A	N/A
11657	Test Preparation	Professional	N/A	N/A	N/A
11659	Test Preparation	Professional	ASVAB (Armed Forces)	N/A	N/A
5744308011	Test Preparation	Professional	Bar Exam	N/A	N/A
11663	Test Preparation	Professional	Civil Service	N/A	N/A
11661	Test Preparation	Professional	CPA	N/A	N/A
227627	Test Preparation	Professional	Medical	N/A	N/A
227665	Test Preparation	Professional	Nursing	N/A	N/A
377568011	Test Preparation	Professional	PMP Exam	N/A	N/A
11695	Test Preparation	Professional	Professional	N/A	N/A
11664	Test Preparation	Professional	Teaching	N/A	N/A
11666	Test Preparation	Professional	Vocational Tests	N/A	N/A
5267723011	Test Preparation	Study Guides & Workbooks	N/A	N/A	N/A
7290953011	Test Preparation	Study Guides & Workbooks	Flash Cards	N/A	N/A
9214809011	Test Preparation	Study Guides & Workbooks	General	N/A	N/A
11639	Test Preparation	Study Guides & Workbooks	Study Guides	N/A	N/A
10700	Test Preparation	Study Guides & Workbooks	Study Skills	N/A	N/A
11711	Test Preparation	Study Guides & Workbooks	Workbooks	N/A	N/A
7290953011	Test Preparation	Test Flash Cards	N/A	N/A	N/A
11655	Test Preparation	TOEFL & TOEIC	N/A	N/A	N/A
27	Travel	N/A	N/A	N/A	N/A
17207	Travel	Adventure Travel	N/A	N/A	N/A
